province;red;green;blue;x;x
1152;90;78;171;x;x
1153;91;78;226;x;x
1154;87;90;211;x;x
1155;6;33;170;x;x
1156;45;180;168;x;x
1157;5;165;140;x;x
1158;174;3;207;x;x
1159;1;210;150;x;x
1160;88;156;161;x;x
1161;46;99;203;x;x
1162;127;90;159;x;x
1163;1;24;135;x;x
1164;88;135;151;x;x
1165;7;165;205;x;x
1166;47;87;198;x;x
1167;168;207;217;x;x
1168;87;129;211;x;x
1169;170;159;132;x;x
1170;168;177;212;x;x
1171;46;198;168;x;x
1172;4;87;185;x;x
1173;172;99;132;x;x
1174;90;6;146;x;x
1175;170;162;197;x;x
1176;2;195;180;x;x
1177;1;210;195;x;x
1178;86;171;221;x;x
1179;87;63;171;x;x
1180;169;201;142;x;x
1181;126;126;139;x;x
1182;88;60;216;x;x
1183;173;30;137;x;x
1184;171;0;167;x;x
1185;90;198;191;x;x
1186;42;189;93;x;x
1187;170;141;187;x;x
1188;129;99;219;x;x
1189;42;99;128;x;x
1190;175;84;227;x;x
1191;44;54;208;x;x
1192;86;87;136;x;x
1193;3;147;185;x;x
1194;0;84;40;x;x
1195;128;144;194;x;x
1196;171;168;137;x;x
1197;130;108;169;x;x
1198;171;78;167;x;x
1199;128;60;209;x;x
1200;1;48;210;x;x
1201;90;36;206;x;x
1202;132;126;179;x;x
1203;47;96;148;x;x
1204;87;108;156;x;x
1205;86;192;131;x;x
1206;4;192;225;x;x
1207;168;147;207;x;x
1208;130;36;199;x;x
1209;88;183;201;x;x
1210;175;81;162;x;x
1211;4;18;225;x;x
1212;87;159;216;x;x
1213;2;42;190;x;x
1214;87;6;181;x;x
1215;169;210;137;x;x
1216;3;57;225;x;x
1217;49;126;163;x;x
1218;132;54;154;x;x
1219;131;111;144;x;x
1220;87;162;136;x;x
1221;90;30;221;x;x
1222;3;120;145;x;x
1223;170;102;187;x;x
1224;5;138;155;x;x
1225;87;27;136;x;x
1226;1;195;170;x;x
1227;3;129;195;x;x
1228;170;48;207;x;x
1229;128;207;169;x;x
1230;174;75;177;x;x
1231;88;141;181;x;x
1232;84;174;176;x;x
1233;130;0;164;x;x
1234;129;27;149;x;x
1235;3;123;210;x;x
1236;43;186;133;x;x
1237;85;126;181;x;x
1238;169;33;227;x;x
1239;6;87;195;x;x
1240;170;129;227;x;x
1241;171;39;222;x;x
1242;86;204;191;x;x
1243;46;210;128;x;x
1244;42;156;173;x;x
1245;174;129;202;x;x
1246;48;111;183;x;x
1247;173;141;162;x;x
1248;44;180;213;x;x
1249;45;51;198;x;x
1250;172;159;197;x;x
1251;45;171;173;x;x
1252;173;42;197;x;x
1253;48;90;173;x;x
1254;4;21;190;x;x
1255;3;15;205;x;x
1256;5;189;170;x;x
1257;45;87;133;x;x
1258;46;156;148;x;x
1259;130;198;184;x;x
1260;132;3;194;x;x
1261;169;69;162;x;x
1262;174;30;192;x;x
1263;171;141;142;x;x
1264;0;42;225;x;x
1265;43;135;173;x;x
1266;3;60;190;x;x
1267;45;150;163;x;x
1268;86;84;226;x;x
1269;1;30;165;x;x
1270;88;27;191;x;x
1271;129;207;179;x;x
1272;174;69;192;x;x
1273;6;156;155;x;x
1274;5;156;200;x;x
1275;2;192;160;x;x
1276;169;27;142;x;x
1277;48;111;128;x;x
1278;171;18;157;x;x
1279;172;57;167;x;x
1280;88;207;176;x;x
1281;45;210;173;x;x
1282;171;45;197;x;x
1283;46;174;193;x;x
1284;168;123;132;x;x
1285;43;84;158;x;x
1286;127;156;199;x;x
1287;6;138;210;x;x
1288;4;171;215;x;x
1289;173;48;227;x;x
1290;130;141;194;x;x
1291;86;141;171;x;x
1292;129;30;159;x;x
1293;85;3;151;x;x
1294;127;105;184;x;x
1295;90;120;191;x;x
1296;131;51;134;x;x
1297;170;69;217;x;x
1298;173;138;197;x;x
1299;4;27;175;x;x
1300;44;183;223;x;x
1301;131;105;214;x;x
1302;130;192;154;x;x
1303;4;81;200;x;x
1304;47;24;178;x;x
1305;174;66;182;x;x
1306;2;12;185;x;x
1307;45;207;208;x;x
1308;46;72;163;x;x
1309;171;75;202;x;x
1310;45;174;138;x;x
1311;45;48;188;x;x
1312;89;120;181;x;x
1313;131;168;189;x;x
1314;130;99;174;x;x
1315;1;174;160;x;x
1316;126;159;209;x;x
1317;43;48;223;x;x
1318;169;150;227;x;x
1319;4;195;190;x;x
1320;127;6;174;x;x
1321;46;78;148;x;x
1322;4;63;210;x;x
1323;172;99;187;x;x
1324;130;210;199;x;x
1325;128;195;154;x;x
1326;44;195;138;x;x
1327;175;201;182;x;x
1328;131;129;189;x;x
1329;173;108;137;x;x
1330;127;42;4;x;x
1331;127;204;149;x;x
1332;171;192;157;x;x
1333;126;120;209;x;x
1334;89;42;226;x;x
1335;130;42;184;x;x
1336;4;30;140;x;x
1337;88;210;186;x;x
1338;172;0;177;x;x
1339;85;30;86;x;x
1340;172;66;162;x;x
1341;171;102;142;x;x
1342;127;153;134;x;x
1343;2;102;145;x;x
1344;91;138;136;x;x
1345;85;183;226;x;x
1346;169;117;157;x;x
1347;170;189;137;x;x
1348;175;27;182;x;x
1349;130;186;224;x;x
1350;42;84;203;x;x
1351;7;189;180;x;x
1352;4;21;145;x;x
1353;173;201;172;x;x
1354;86;147;146;x;x
1355;2;9;220;x;x
1356;90;180;201;x;x
1357;1;159;135;x;x
1358;3;30;185;x;x
1359;168;27;187;x;x
1360;6;90;215;x;x
1361;84;207;96;x;x
1362;170;51;227;x;x
1363;48;69;163;x;x
1364;89;174;161;x;x
1365;169;120;222;x;x
1366;5;168;160;x;x
1367;85;180;216;x;x
1368;3;120;200;x;x
1369;46;108;153;x;x
1370;3;150;205;x;x
1371;3;102;155;x;x
1372;46;141;223;x;x
1373;87;129;166;x;x
1374;44;63;203;x;x
1375;169;162;142;x;x
1376;42;96;163;x;x
1377;131;150;199;x;x
1378;48;141;188;x;x
1379;130;45;194;x;x
1380;130;201;204;x;x
1381;90;156;171;x;x
1382;168;153;137;x;x
1383;46;51;208;x;x
1384;42;93;198;x;x
1385;43;132;208;x;x
1386;43;132;3;x;x
1387;1;183;155;x;x
1388;48;39;158;x;x
1389;174;180;217;x;x
1390;132;162;214;x;x
1391;45;3;203;x;x
1392;4;204;140;x;x
1393;47;150;173;x;x
1394;174;120;207;x;x
1395;127;144;139;x;x
1396;47;69;208;x;x
1397;128;63;174;x;x
1398;90;63;146;x;x
1399;1;126;165;x;x
1400;87;180;226;x;x
1401;48;102;133;x;x
1402;90;165;221;x;x
1403;87;168;166;x;x
1404;3;27;220;x;x
1405;45;81;203;x;x
1406;6;24;220;x;x
1407;44;177;193;x;x
1408;170;117;167;x;x
1409;2;120;190;x;x
1410;174;147;147;x;x
1411;44;30;133;x;x
1412;174;12;202;x;x
1413;42;159;88;x;x
1414;85;201;171;x;x
1415;127;168;214;x;x
1416;89;126;211;x;x
1417;86;126;191;x;x
1418;90;81;136;x;x
1419;132;168;144;x;x
1420;47;117;158;x;x
1421;46;171;128;x;x
1422;84;147;86;x;x
1423;85;153;221;x;x
1424;46;126;143;x;x
1425;86;57;131;x;x
1426;2;12;130;x;x
1427;174;33;157;x;x
1428;85;15;211;x;x
1429;129;54;189;x;x
1430;6;30;150;x;x
1431;5;93;225;x;x
1432;1;48;5;x;x
1433;84;141;206;x;x
1434;47;120;168;x;x
1435;48;192;148;x;x
1436;85;156;186;x;x
1437;2;15;150;x;x
1438;48;159;178;x;x
1439;45;117;193;x;x
1440;44;147;188;x;x
1441;168;144;142;x;x
1442;46;129;163;x;x
1443;86;75;176;x;x
1444;87;114;186;x;x
1445;127;126;194;x;x
1446;84;117;131;x;x
1447;170;24;187;x;x
1448;174;204;192;x;x
1449;88;30;211;x;x
1450;45;153;128;x;x
1451;85;147;191;x;x
1452;171;45;152;x;x
1453;130;78;164;x;x
1454;3;174;225;x;x
1455;132;207;199;x;x
1456;131;45;204;x;x
1457;130;111;189;x;x
1458;44;21;138;x;x
1459;43;42;138;x;x
1460;132;63;204;x;x
1461;47;30;208;x;x
1462;127;102;14;x;x
1463;2;108;130;x;x
1464;4;54;160;x;x
1465;129;123;139;x;x
1466;6;60;210;x;x
1467;43;111;198;x;x
1468;128;48;149;x;x
1469;85;66;171;x;x
1470;126;0;189;x;x
1471;46;42;158;x;x
1472;48;138;223;x;x
1473;43;48;168;x;x
1474;85;51;146;x;x
1475;171;123;152;x;x
1476;1;30;220;x;x
1477;86;183;136;x;x
1478;133;102;159;x;x
1479;45;198;213;x;x
1480;85;3;196;x;x
1481;0;9;155;x;x
1482;170;30;162;x;x
1483;126;132;169;x;x
1484;85;132;166;x;x
1485;126;9;184;x;x
1486;87;42;216;x;x
1487;88;69;211;x;x
1488;88;126;156;x;x
1489;86;45;226;x;x
1490;88;159;226;x;x
1491;89;108;221;x;x
1492;2;0;170;x;x
1493;171;96;212;x;x
1494;171;162;207;x;x
1495;173;54;212;x;x
1496;132;78;129;x;x
1497;169;156;212;x;x
1498;5;12;205;x;x
1499;132;27;169;x;x
1500;1;114;0;x;x
1501;46;195;148;x;x
1502;129;207;224;x;x
1503;127;108;204;x;x
1504;49;186;173;x;x
1505;86;39;141;x;x
1506;90;105;211;x;x
1507;170;27;197;x;x
1508;170;60;167;x;x
1509;169;81;222;x;x
1510;171;138;177;x;x
1511;128;162;139;x;x
1512;84;18;221;x;x
1513;172;6;152;x;x
1514;128;42;164;x;x
1515;86;108;201;x;x
1516;45;198;158;x;x
1517;0;135;205;x;x
1518;169;123;187;x;x
1519;85;81;151;x;x
1520;42;102;43;x;x
1521;169;96;202;x;x
1522;43;129;188;x;x
1523;90;204;221;x;x
1524;43;33;143;x;x
1525;126;12;99;x;x
1526;49;3;178;x;x
1527;127;12;204;x;x
1528;85;30;191;x;x
1529;171;78;222;x;x
1530;45;33;208;x;x
1531;168;153;87;x;x
1532;44;114;218;x;x
1533;49;6;143;x;x
1534;129;177;174;x;x
1535;130;135;209;x;x
1536;170;3;177;x;x
1537;170;63;132;x;x
1538;44;132;163;x;x
1539;7;48;150;x;x
1540;84;165;181;x;x
1541;173;57;177;x;x
1542;44;102;158;x;x
1543;171;168;182;x;x
1544;129;171;189;x;x
1545;131;180;204;x;x
1546;174;69;147;x;x
1547;2;162;155;x;x
1548;43;54;153;x;x
1549;43;159;193;x;x
1550;43;12;133;x;x
1551;88;42;171;x;x
1552;86;51;201;x;x
1553;44;36;218;x;x
1554;127;135;189;x;x
1555;172;33;147;x;x
1556;86;18;131;x;x
1557;89;66;201;x;x
1558;47;123;133;x;x
1559;47;177;168;x;x
1560;84;120;46;x;x
1561;44;81;148;x;x
1562;87;189;176;x;x
1563;44;159;203;x;x
1564;44;3;193;x;x
1565;48;21;168;x;x
1566;130;135;164;x;x
1567;47;144;143;x;x
1568;174;39;142;x;x
1569;5;123;175;x;x
1570;0;189;185;x;x
1571;6;81;165;x;x
1572;88;45;136;x;x
1573;133;9;179;x;x
1574;86;24;216;x;x
1575;49;93;193;x;x
1576;6;147;205;x;x
1577;5;15;170;x;x
1578;84;171;211;x;x
1579;171;132;147;x;x
1580;130;48;214;x;x
1581;42;189;143;x;x
1582;132;105;169;x;x
1583;169;207;172;x;x
1584;90;159;136;x;x
1585;86;18;186;x;x
1586;2;135;170;x;x
1587;173;189;157;x;x
1588;5;87;140;x;x
1589;2;51;185;x;x
1590;43;165;178;x;x
1591;89;108;166;x;x
1592;90;60;226;x;x
1593;46;123;178;x;x
1594;130;3;129;x;x
1595;86;87;191;x;x
1596;47;210;183;x;x
1597;85;27;171;x;x
1598;127;111;169;x;x
1599;171;186;227;x;x
1600;169;39;202;x;x
1601;4;0;135;x;x
1602;3;54;205;x;x
1603;173;165;182;x;x
1604;170;171;192;x;x
1605;45;9;133;x;x
1606;129;135;154;x;x
1607;127;87;139;x;x
1608;129;90;224;x;x
1609;87;39;196;x;x
1610;171;81;187;x;x
1611;128;12;214;x;x
1612;1;12;175;x;x
1613;86;174;186;x;x
1614;49;60;223;x;x
1615;3;72;150;x;x
1616;89;132;196;x;x
1617;168;93;227;x;x
1618;89;189;186;x;x
1619;2;111;140;x;x
1620;47;129;218;x;x
1621;171;207;137;x;x
1622;128;135;144;x;x
1623;84;72;201;x;x
1624;43;45;203;x;x
1625;128;126;149;x;x
1626;49;120;133;x;x
1627;131;57;219;x;x
1628;88;0;206;x;x
1629;6;72;170;x;x
1630;2;174;170;x;x
1631;47;105;143;x;x
1632;128;138;164;x;x
1633;126;33;159;x;x
1634;133;6;214;x;x
1635;172;195;132;x;x
1636;170;87;162;x;x
1637;126;105;129;x;x
1638;3;36;215;x;x
1639;3;36;160;x;x
1640;132;156;184;x;x
1641;43;138;138;x;x
1642;131;132;154;x;x
1643;130;39;219;x;x
1644;88;54;186;x;x
1645;174;168;157;x;x
1646;47;141;178;x;x
1647;133;36;219;x;x
1648;3;117;180;x;x
1649;174;132;222;x;x
1650;48;174;158;x;x
1651;172;96;222;x;x
1652;172;90;192;x;x
1653;5;189;215;x;x
1654;0;105;200;x;x
1655;171;147;227;x;x
1656;127;72;9;x;x
1657;3;207;195;x;x
1658;46;69;198;x;x
1659;6;117;200;x;x
1660;172;153;167;x;x
1661;3;99;190;x;x
1662;127;21;154;x;x
1663;169;186;162;x;x
1664;173;183;227;x;x
1665;49;123;198;x;x
1666;128;3;164;x;x
1667;130;171;144;x;x
1668;1;57;205;x;x
1669;85;42;151;x;x
1670;84;81;196;x;x
1671;4;201;220;x;x
1672;127;108;99;x;x
1673;128;105;139;x;x
1674;6;129;215;x;x
1675;170;204;217;x;x
1676;4;138;145;x;x
1677;48;84;143;x;x
1678;1;120;180;x;x
1679;85;63;161;x;x
1680;43;36;208;x;x
1681;127;174;144;x;x
1682;129;159;129;x;x
1683;2;9;165;x;x
1684;129;120;129;x;x
1685;133;66;224;x;x
1686;44;60;193;x;x
1687;172;27;217;x;x
1688;6;207;170;x;x
1689;48;192;203;x;x
1690;85;189;156;x;x
1691;85;171;166;x;x
1692;87;210;131;x;x
1693;84;57;221;x;x
1694;173;75;167;x;x
1695;6;90;160;x;x
1696;89;186;221;x;x
1697;169;30;207;x;x
1698;43;114;163;x;x
1699;47;114;193;x;x
1700;84;51;191;x;x
1701;86;114;131;x;x
1702;90;129;131;x;x
1703;6;159;220;x;x
1704;127;177;154;x;x
1705;4;147;140;x;x
1706;129;129;224;x;x
1707;129;153;199;x;x
1708;86;177;206;x;x
1709;87;9;191;x;x
1710;128;84;184;x;x
1711;2;132;205;x;x
1712;129;102;184;x;x
1713;6;30;205;x;x
1714;45;168;208;x;x
1715;89;159;181;x;x
1716;85;129;146;x;x
1717;3;57;170;x;x
1718;49;180;143;x;x
1719;7;99;165;x;x
1720;47;126;153;x;x
1721;128;6;184;x;x
1722;85;159;151;x;x
1723;170;201;197;x;x
1724;2;141;145;x;x
1725;43;87;223;x;x
1726;3;138;190;x;x
1727;130;165;169;x;x
1728;87;0;196;x;x
1729;86;144;181;x;x
1730;87;177;161;x;x
1731;90;72;141;x;x
1732;89;51;176;x;x
1733;2;168;140;x;x
1734;43;72;198;x;x
1735;89;204;166;x;x
1736;46;93;173;x;x
1737;86;111;211;x;x
1738;130;69;224;x;x
1739;172;123;207;x;x
1740;43;60;183;x;x
1741;131;75;209;x;x
1742;2;159;190;x;x
1743;170;210;147;x;x
1744;5;114;180;x;x
1745;86;141;216;x;x
1746;86;156;196;x;x
1747;85;123;171;x;x
1748;45;63;213;x;x
1749;126;96;134;x;x
1750;85;63;206;x;x
1751;3;78;180;x;x
1752;170;87;207;x;x
1753;4;42;200;x;x
1754;173;27;172;x;x
1755;168;66;37;x;x
1756;170;36;147;x;x
1757;132;120;149;x;x
1758;127;210;179;x;x
1759;170;165;162;x;x
1760;84;87;226;x;x
1761;130;33;134;x;x
1762;172;9;172;x;x
1763;131;42;139;x;x
1764;129;51;224;x;x
1765;128;21;209;x;x
1766;173;18;177;x;x
1767;131;18;164;x;x
1768;174;99;152;x;x
1769;129;117;164;x;x
1770;43;174;173;x;x
1771;90;45;201;x;x
1772;132;84;214;x;x
1773;130;114;154;x;x
1774;48;36;193;x;x
1775;1;84;145;x;x
1776;45;135;183;x;x
1777;131;60;184;x;x
1778;129;15;134;x;x
1779;128;90;214;x;x
1780;47;90;218;x;x
1781;173;114;167;x;x
1782;131;66;159;x;x
1783;46;6;178;x;x
1784;90;147;176;x;x
1785;170;177;177;x;x
1786;131;33;144;x;x
1787;85;120;206;x;x
1788;171;135;167;x;x
1789;171;180;197;x;x
1790;169;174;202;x;x
1791;45;105;178;x;x
1792;174;39;187;x;x
1793;86;66;181;x;x
1794;3;183;220;x;x
1795;172;87;172;x;x
1796;126;162;174;x;x
1797;131;27;159;x;x
1798;172;105;217;x;x
1799;42;30;223;x;x
1800;5;36;180;x;x
1801;173;192;222;x;x
1802;44;156;138;x;x
1803;173;168;202;x;x
1804;3;33;195;x;x
1805;4;54;215;x;x
1806;45;81;158;x;x
1807;2;54;150;x;x
1808;47;183;198;x;x
1809;126;6;219;x;x
1810;4;150;160;x;x
1811;6;51;215;x;x
1812;2;102;200;x;x
1813;128;99;164;x;x
1814;129;177;219;x;x
1815;169;15;182;x;x
1816;45;15;218;x;x
1817;173;69;137;x;x
1818;170;0;212;x;x
1819;88;27;146;x;x
1820;87;72;221;x;x
1821;42;66;158;x;x
1822;130;138;129;x;x
1823;2;111;195;x;x
1824;43;141;148;x;x
1825;170;42;177;x;x
1826;132;45;159;x;x
1827;132;123;214;x;x
1828;130;105;204;x;x
1829;128;210;134;x;x
1830;171;54;147;x;x
1831;48;72;183;x;x
1832;131;3;184;x;x
1833;127;183;139;x;x
1834;87;99;206;x;x
1835;169;24;177;x;x
1836;46;30;198;x;x
1837;132;210;164;x;x
1838;42;9;213;x;x
1839;132;204;134;x;x
1840;85;21;141;x;x
1841;6;111;225;x;x
1842;6;99;210;x;x
1843;1;24;190;x;x
1844;0;108;165;x;x
1845;48;51;173;x;x
1846;87;183;191;x;x
1847;1;204;165;x;x
1848;45;48;133;x;x
1849;170;150;137;x;x
1850;47;165;153;x;x
1851;128;141;129;x;x
1852;1;57;160;x;x
1853;130;147;224;x;x
1854;5;105;185;x;x
1855;84;204;181;x;x
1856;0;75;195;x;x
1857;44;171;163;x;x
1858;87;204;201;x;x
1859;1;192;205;x;x
1860;1;132;195;x;x
1861;47;195;158;x;x
1862;47;78;203;x;x
1863;1;0;160;x;x
1864;172;156;177;x;x
1865;87;102;171;x;x
1866;174;126;192;x;x
1867;169;114;192;x;x
1868;2;183;165;x;x
1869;45;141;168;x;x
1870;44;30;188;x;x
1871;131;93;154;x;x
1872;43;72;93;x;x
1873;86;54;166;x;x
1874;130;150;189;x;x
1875;44;60;138;x;x
1876;175;90;157;x;x
1877;85;39;186;x;x
1878;171;42;187;x;x
1879;85;0;186;x;x
1880;170;192;202;x;x
1881;2;18;160;x;x
1882;129;189;134;x;x
1883;170;108;217;x;x
1884;5;30;195;x;x
1885;132;174;174;x;x
1886;84;111;201;x;x
1887;4;141;165;x;x
1888;4;123;220;x;x
1889;43;147;133;x;x
1890;6;186;160;x;x
1891;47;204;153;x;x
1892;43;45;158;x;x
1893;174;162;227;x;x
1894;128;129;214;x;x
1895;171;195;222;x;x
1896;86;21;196;x;x
1897;48;48;208;x;x
1898;133;165;134;x;x
1899;132;9;224;x;x
1900;127;96;189;x;x
1901;48;93;138;x;x
1902;0;141;85;x;x
1903;128;147;159;x;x
1904;131;198;194;x;x
1905;6;174;145;x;x
1906;170;114;202;x;x
1907;6;24;175;x;x
1908;131;141;149;x;x
1909;170;15;137;x;x
1910;172;120;197;x;x
1911;86;27;181;x;x
1912;173;168;147;x;x
1913;87;174;196;x;x
1914;85;102;161;x;x
1915;88;162;191;x;x
1916;45;138;148;x;x
1917;6;168;215;x;x
1918;88;93;131;x;x
1919;2;51;130;x;x
1920;4;177;145;x;x
1921;173;90;147;x;x
1922;168;6;27;x;x
1923;90;174;216;x;x
1924;1;78;10;x;x
1925;171;60;177;x;x
1926;175;153;132;x;x
1927;129;96;154;x;x
1928;128;96;199;x;x
1929;42;153;208;x;x
1930;173;108;192;x;x
1931;2;171;150;x;x
1932;47;81;223;x;x
1933;48;45;188;x;x
1934;85;210;166;x;x
1935;169;135;202;x;x
1936;43;162;158;x;x
1937;127;171;224;x;x
1938;4;204;185;x;x
1939;49;96;158;x;x
1940;85;156;141;x;x
1941;5;162;175;x;x
1942;6;174;200;x;x
1943;1;108;220;x;x
1944;47;153;138;x;x
1945;174;12;147;x;x
1946;47;57;148;x;x
1947;2;114;160;x;x
1948;43;168;188;x;x
1949;128;30;204;x;x
1950;89;75;151;x;x
1951;42;24;193;x;x
1952;126;189;214;x;x
1953;3;42;145;x;x
1954;44;48;178;x;x
1955;173;33;202;x;x
1956;172;135;222;x;x
1957;44;204;133;x;x
1958;47;207;218;x;x
1959;128;72;169;x;x
1960;90;117;171;x;x
1961;174;129;157;x;x
1962;169;138;167;x;x
1963;130;153;154;x;x
1964;129;147;214;x;x
1965;130;165;214;x;x
1966;46;111;218;x;x
1967;45;147;143;x;x
1968;48;12;173;x;x
1969;90;66;156;x;x
1970;46;189;218;x;x
1971;128;165;204;x;x
1972;48;15;138;x;x
1973;6;54;180;x;x
1974;3;24;200;x;x
1975;169;162;187;x;x
1976;128;111;224;x;x
1977;128;6;129;x;x
1978;129;150;179;x;x
1979;87;72;166;x;x
1980;129;39;209;x;x
1981;172;42;142;x;x
1982;91;204;176;x;x
1983;45;132;218;x;x
1984;48;171;193;x;x
1985;170;105;152;x;x
1986;132;99;139;x;x
1987;174;87;137;x;x
1988;133;72;154;x;x
1989;84;78;131;x;x
1990;171;108;172;x;x
1991;44;129;143;x;x
1992;126;165;139;x;x
1993;45;156;193;x;x
1994;174;123;172;x;x
1995;126;165;89;x;x
1996;173;177;142;x;x
1997;129;30;214;x;x
1998;88;138;216;x;x
1999;90;192;161;x;x
2000;132;174;129;x;x
2001;45;60;148;x;x
2002;46;114;183;x;x
2003;130;18;154;x;x
2004;174;174;187;x;x
2005;5;132;225;x;x
2006;47;6;133;x;x
2007;48;144;153;x;x
2008;48;135;203;x;x
2009;1;147;220;x;x
2010;3;51;140;x;x
2011;132;141;204;x;x
2012;170;207;227;x;x
2013;131;189;199;x;x
2014;85;204;136;x;x
2015;171;177;132;x;x
2016;7;45;185;x;x
2017;169;132;182;x;x
2018;127;144;184;x;x
2019;3;132;160;x;x
2020;45;21;193;x;x
2021;173;96;177;x;x
2022;90;126;221;x;x
2023;44;6;158;x;x
2024;7;141;130;x;x
2025;127;78;144;x;x
2026;2;36;205;x;x
2027;128;15;179;x;x
2028;172;189;202;x;x
2029;130;201;149;x;x
2030;129;75;144;x;x
2031;1;117;170;x;x
2032;170;138;222;x;x
2033;84;114;166;x;x
2034;172;180;152;x;x
2035;130;159;184;x;x
2036;3;153;215;x;x
2037;47;93;128;x;x
2038;129;126;159;x;x
2039;3;66;220;x;x
2040;2;45;200;x;x
2041;2;24;145;x;x
2042;4;93;215;x;x
2043;89;195;216;x;x
2044;131;12;134;x;x
2045;128;102;174;x;x
2046;4;81;155;x;x
2047;89;150;186;x;x
2048;84;27;216;x;x
2049;2;165;175;x;x
2050;88;114;196;x;x
2051;128;87;149;x;x
2052;89;153;151;x;x
2053;171;9;162;x;x
2054;5;33;215;x;x
2055;46;117;148;x;x
2056;1;60;225;x;x
2057;48;165;208;x;x
2058;169;126;152;x;x
2059;44;141;158;x;x
2060;2;96;215;x;x
2061;129;84;194;x;x
2062;45;84;168;x;x
2063;49;207;183;x;x
2064;172;114;212;x;x
2065;5;54;170;x;x
2066;43;75;163;x;x
2067;5;126;140;x;x
2068;130;195;174;x;x
2069;0;171;140;x;x
2070;1;114;150;x;x
2071;45;111;163;x;x
2072;4;168;150;x;x
2073;45;75;173;x;x
2074;174;123;227;x;x
2075;132;18;219;x;x
2076;126;36;224;x;x
2077;0;159;180;x;x
2078;1;180;145;x;x
2079;171;72;137;x;x
2080;127;195;199;x;x
2081;171;75;157;x;x
2082;0;141;135;x;x
2083;88;24;226;x;x
2084;130;117;219;x;x
2085;45;87;188;x;x
2086;130;57;209;x;x
2087;5;72;215;x;x
2088;85;177;196;x;x
2089;171;138;132;x;x
2090;173;141;207;x;x
2091;130;177;129;x;x
2092;132;177;139;x;x
2093;6;12;160;x;x
2094;44;192;173;x;x
2095;169;21;212;x;x
2096;47;189;128;x;x
2097;129;117;209;x;x
2098;174;135;187;x;x
2099;1;117;215;x;x
2100;1;15;140;x;x
2101;2;165;220;x;x
2102;172;177;187;x;x
2103;46;159;168;x;x
2104;90;60;181;x;x
2105;91;48;221;x;x
2106;168;18;192;x;x
2107;1;102;190;x;x
2108;84;42;196;x;x
2109;173;198;152;x;x
2110;170;135;157;x;x
2111;175;60;152;x;x
2112;87;195;151;x;x
2113;169;192;192;x;x
2114;3;69;185;x;x
2115;6;66;140;x;x
2116;172;156;132;x;x
2117;174;96;132;x;x
2118;88;93;186;x;x
2119;132;114;219;x;x
2120;128;186;159;x;x
2121;4;72;205;x;x
2122;3;99;135;x;x
2123;133;12;144;x;x
2124;43;150;198;x;x
2125;5;102;220;x;x
2126;131;159;194;x;x
2127;3;60;135;x;x
2128;3;90;195;x;x
2129;86;204;146;x;x
2130;43;123;158;x;x
2131;5;6;175;x;x
2132;4;6;165;x;x
2133;5;120;210;x;x
2134;173;81;197;x;x
2135;3;141;155;x;x
2136;170;183;207;x;x
2137;42;114;208;x;x
2138;129;120;174;x;x
2139;126;30;194;x;x
2140;4;18;180;x;x
2141;42;60;128;x;x
2142;84;48;226;x;x
2143;90;123;201;x;x
2144;5;147;150;x;x
2145;87;75;131;x;x
2146;7;132;135;x;x
2147;48;180;188;x;x
2148;48;66;198;x;x
2149;3;96;225;x;x
2150;44;210;218;x;x
2151;87;111;221;x;x
2152;46;72;218;x;x
2153;43;156;128;x;x
2154;169;129;217;x;x
2155;85;24;206;x;x
2156;4;210;170;x;x
2157;84;24;151;x;x
2158;127;174;189;x;x
2159;130;111;134;x;x
2160;6;123;185;x;x
2161;127;117;199;x;x
2162;127;198;164;x;x
2163;172;150;202;x;x
2164;6;84;130;x;x
2165;173;45;217;x;x
2166;171;63;142;x;x
2167;170;84;142;x;x
2168;127;177;209;x;x
2169;169;141;132;x;x
2170;174;3;152;x;x
2171;174;0;187;x;x
2172;42;18;3;x;x
2173;90;135;216;x;x
2174;6;150;170;x;x
2175;85;87;181;x;x
2176;42;3;183;x;x
2177;87;96;196;x;x
2178;172;87;227;x;x
2179;131;183;214;x;x
2180;130;72;134;x;x
2181;91;201;211;x;x
2182;90;69;176;x;x
2183;170;174;157;x;x
2184;1;66;155;x;x
2185;130;60;174;x;x
2186;85;93;166;x;x
2187;130;72;189;x;x
2188;168;57;192;x;x
2189;6;102;175;x;x
2190;90;210;206;x;x
2191;4;108;140;x;x
2192;7;171;135;x;x
2193;48;69;218;x;x
2194;130;123;149;x;x
2195;89;168;131;x;x
2196;1;87;165;x;x
2197;44;156;183;x;x
2198;174;111;212;x;x
2199;47;0;203;x;x
2200;173;171;167;x;x
2201;87;84;181;x;x
2202;3;189;150;x;x
2203;86;207;156;x;x
2204;131;87;169;x;x
2205;170;153;202;x;x
2206;127;81;164;x;x
2207;174;177;152;x;x
2208;171;48;162;x;x
2209;169;105;197;x;x
2210;2;168;185;x;x
2211;90;201;156;x;x
2212;174;186;147;x;x
2213;85;144;226;x;x
2214;1;9;210;x;x
2215;84;84;161;x;x
2216;45;84;223;x;x
2217;84;144;171;x;x
2218;6;81;220;x;x
2219;0;171;90;x;x
2220;6;39;200;x;x
2221;130;180;194;x;x
2222;5;150;215;x;x
2223;88;24;181;x;x
2224;47;156;158;x;x
2225;170;123;197;x;x
2226;173;198;207;x;x
